,x,y
0,-163.7128956777287,-78.59566741324154
1,-163.1058009511638,-78.22333871857859
2,-161.24511349184644,-78.38017669058443
3,-160.24620805564453,-78.69364592886694
4,-159.48240454815448,-79.04633757925897
5,-159.20818356019765,-79.4970077452764
6,-161.12760128481472,-79.63420867301133
7,-162.43984676821842,-79.28146534618699
8,-163.027407803377,-78.92877369579496
9,-163.06660437727038,-78.8699659158468
10,-163.7128956777287,-78.59566741324154
11,-6.197884894220991,53.867565009163364
12,-6.032985398777611,53.1531900091605
13,-6.788856573910849,52.260117906292336
14,-8.56161658368356,51.669301255899356
15,-9.977085740590269,51.82045482035308
16,-9.166282517930782,52.86462881124268
17,-9.688524542672454,53.8813626165853
18,-8.327987433292009,54.66451894796863
19,-7.572167934591064,55.13162221945487
20,-6.733847011736145,55.17286001242378
21,-5.661948614921968,54.55460317648381
22,-6.197884894220991,53.867565009163364
23,141.00021040259185,-2.60015105551566
24,142.73524661679147,-3.28915292726321
25,144.58397098203324,-3.861417738463416
26,145.27312788307768,-4.373737888205049
27,145.8297864117257,-4.876497897972683
28,145.981921828393,-5.465609226100043
29,147.64807335834757,-6.083659356310847
30,147.89110761941623,-6.614014580922343
31,146.97090538959486,-6.721656589386313
32,147.19187381407494,-7.388024183790023
33,148.08463585834932,-8.044108168167647
34,148.73410525939357,-9.104663588093764
35,149.30683515848443,-9.07143564213009
36,149.26663089416132,-9.514406019736029
37,150.03872846903425,-9.684318129111709
38,149.7387984560122,-9.872937106977048
39,150.80162763895913,-10.293686618697478
40,150.6905749859639,-10.582712904505925
41,150.02839318257583,-10.652476088099952
42,149.78231001200197,-10.393267103723923
43,148.92313764871727,-10.280922539921384
44,147.913018426708,-10.13044076908745
45,147.13544315001218,-9.492443536011983
46,146.56788089415056,-8.942554619994155
47,146.04848107318492,-8.067414239131281
48,144.74416792213805,-7.630128269077446
49,143.89708784400966,-7.915330498896296
50,143.28637576718432,-8.24549122480908
51,143.41391320208066,-8.983068942910982
52,142.62843143124417,-9.326820570516524
53,142.06825890520025,-9.159595635620022
54,141.03385176001382,-9.117892754760483
55,140.14341515519254,-8.29716765710095
56,139.1277665549281,-8.096042982620979
57,138.881476678625,-8.380935153846075
58,137.61447391169287,-8.41168263105974
59,138.03909915583517,-7.597882175327321
60,138.66862145401478,-7.320224704623087
61,138.4079138531023,-6.232849216337485
62,137.92783979711078,-5.393365573756
63,135.98925011611345,-4.54654387778907
64,135.16459760959975,-4.462931410340822
65,133.66288048719787,-3.538853448097541
66,133.36770470594672,-4.024818617370315
67,132.98395551974727,-4.112978610860253
68,132.75694095268904,-3.746282647317123
69,132.75378869031925,-3.31178720460705
70,131.98980431531618,-2.820551039240499
71,133.0668445171434,-2.460417982598436
72,133.78003095920354,-2.479848321140182
73,133.69621178602614,-2.214541517753702
74,132.23237348849426,-2.212526136894319
75,131.83622195854474,-1.617161960459647
76,130.94283979708285,-1.432522067880783
77,130.5195581401801,-0.937720228686089
78,131.8675378765136,-0.695461114101789
79,132.3801164084167,-0.369537855636949
80,133.98554813042836,-0.780210463060456
81,134.14336795464772,-1.151867364103623
82,134.42262739475302,-2.769184665542376
83,135.45760298069467,-3.367701104346857
84,136.29331424371884,-2.307042331556154
85,137.44073774632756,-1.703513278819365
86,138.3297274110447,-1.702634779470401
87,139.18492068904288,-2.051295668143673
88,139.92668419816044,-2.408999932468021
89,141.00021040259185,-2.60015105551566
90,114.20401655482837,4.525873928236805
91,114.59996137904872,4.900011298029966
92,115.45071048386981,5.447729803891534
